epoch,accuracy,loss,val_accuracy,val_loss
0,0.4264705777168274,1.7644624710083008,0.6736111044883728,1.1721845865249634
1,0.6183823347091675,1.2530419826507568,0.6944444179534912,1.025543451309204
2,0.708088219165802,1.0063484907150269,0.7708333134651184,0.7544837594032288
3,0.7441176176071167,0.8331882953643799,0.7916666865348816,0.7174186706542969
4,0.8132352828979492,0.6696159839630127,0.7708333134651184,0.6292569637298584
5,0.845588207244873,0.578384280204773,0.8680555820465088,0.5158470869064331
6,0.8676470518112183,0.49734336137771606,0.8680555820465088,0.48780950903892517
7,0.8926470875740051,0.4089474081993103,0.8680555820465088,0.49348047375679016
8,0.903676450252533,0.3865458369255066,0.8611111044883728,0.5543920993804932
9,0.9213235378265381,0.3346470296382904,0.9027777910232544,0.4034002423286438
10,0.945588231086731,0.28500843048095703,0.8888888955116272,0.36376988887786865
11,0.9485294222831726,0.26701420545578003,0.8958333134651184,0.4306274354457855
12,0.9588235020637512,0.2306799739599228,0.9236111044883728,0.27644091844558716
13,0.9639706015586853,0.2081930786371231,0.9097222089767456,0.32459044456481934
14,0.9632353186607361,0.19999362528324127,0.9097222089767456,0.2915448248386383
15,0.9757353067398071,0.17484702169895172,0.9305555820465088,0.2672739326953888
16,0.9720588326454163,0.18229404091835022,0.9236111044883728,0.2835984230041504
17,0.9808823466300964,0.14899399876594543,0.9375,0.2566205859184265
18,0.9845588207244873,0.13266198337078094,0.9236111044883728,0.3382835388183594
19,0.9830882549285889,0.13091032207012177,0.9513888955116272,0.23324567079544067
20,0.9838235378265381,0.1270686686038971,0.9305555820465088,0.26744043827056885
21,0.9838235378265381,0.1233869418501854,0.9166666865348816,0.3043624758720398
22,0.9889705777168274,0.10951066017150879,0.9513888955116272,0.21752676367759705
23,0.9904412031173706,0.09791731089353561,0.9444444179534912,0.20083405077457428
24,0.9948529601097107,0.08540186285972595,0.9444444179534912,0.20344629883766174
25,0.9941176176071167,0.08028783649206161,0.9791666865348816,0.1576898694038391
26,0.9963235259056091,0.0755608007311821,0.9444444179534912,0.2341192364692688
27,0.9941176176071167,0.07646185159683228,0.9444444179534912,0.23597288131713867
28,0.9948529601097107,0.07503116875886917,0.9444444179534912,0.19963109493255615
29,0.9926470518112183,0.07641497999429703,0.9166666865348816,0.27682867646217346
